Unique_ID,Treaty,provision,actorholder,action,actoraffected,natural_language_sentence
NAGOYA_M055,Nagoya,"Nagoya, Article 18(2)",Contracting Party,Duty: Shall ensure an opportunity to seek recourse is available under domestic legal systems for disputes arising from MAT.,Disputing Parties,"Under Article 18(2) of the Nagoya, Contracting Party has a duty towards Disputing Parties, to ensure that an opportunity to seek recourse is available under domestic legal systems for disputes arising from MAT."
NAGOYA_M056,Nagoya,"Nagoya, Article 18(3)",Contracting Party,Duty: Shall take effective measures on access to justice and on mechanisms for mutual recognition and enforcement of foreign judgments and arbitral awards.,Disputing Parties,"Under Article 18(3) of the Nagoya, Contracting Party has a duty towards Disputing Parties, to take effective measures on access to justice and on mechanisms for the mutual recognition and enforcement of foreign judgments and arbitral awards."
NAGOYA_M057,Nagoya,"Nagoya, Article 18(4)",COP,Duty: Shall review the effectiveness of Article 18 in accordance with Article 31.,Contracting Party,"Under Article 18(4) of the Nagoya, COP has a duty towards Contracting Party, to review the effectiveness of Article 18 in accordance with Article 31."
NAGOYA_M058,Nagoya,"Nagoya, Article 19(1)",Contracting Party,"Duty: Shall encourage development, update and use of sectoral and cross-sectoral model contractual clauses for MAT.",Private Sector; Stakeholders,"Under Article 19(1) of the Nagoya, Contracting Party has a duty towards Private Sector; Stakeholders, to encourage the development, updating and use of sectoral and cross-sectoral model contractual clauses for MAT."
NAGOYA_M059,Nagoya,"Nagoya, Article 19(2)",COP,Duty: Shall periodically take stock of the use of model contractual clauses.,Contracting Party,"Under Article 19(2) of the Nagoya, COP has a duty towards Contracting Party, to periodically take stock of the use of model contractual clauses."
NAGOYA_M060,Nagoya,"Nagoya, Article 20(1)",Contracting Party,"Duty: Shall encourage development, update and use of voluntary ABS codes of conduct, guidelines and best practices and/or standards.",Stakeholders; Private Sector,"Under Article 20(1) of the Nagoya, Contracting Party has a duty towards Stakeholders; Private Sector, to encourage the development, updating and use of voluntary ABS codes of conduct, guidelines and best practices and/or standards."
NAGOYA_M061,Nagoya,"Nagoya, Article 20(2)",COP,Duty: Shall periodically take stock of such voluntary instruments and consider adoption of specific ones.,Contracting Party,"Under Article 20(2) of the Nagoya, COP has a duty towards Contracting Party, to periodically take stock of such voluntary instruments and to consider the adoption of specific ones."
NAGOYA_M062,Nagoya,"Nagoya, Article 21",Contracting Party,"Duty: Shall take measures to raise awareness of the importance of genetic resources and TK associated with genetic resources, and related ABS issues (e.g., promotion of the Protocol; meetings for IPLCs/stakeholders; help desk; national clearing-house).",Stakeholders; IPLCs,"Under Article 21 of the Nagoya, Contracting Party has a duty towards Stakeholders; IPLCs, to take measures to raise awareness of the importance of genetic resources and TK associated with genetic resources, and related ABS issues (e.g., promotion of the Protocol; meetings for IPLCs and stakeholders; a help desk; a national clearing-house)."
NAGOYA_M063,Nagoya,"Nagoya, Article 22(1)",Contracting Party,"Duty: Shall cooperate in capacity-building, capacity development and strengthening of human resources/institutions to implement the Protocol, including through existing institutions.",Developing States,"Under Article 22(1) of the Nagoya, Contracting Party has a duty towards Developing States, to cooperate in capacity-building, capacity development and the strengthening of human resources and institutions to implement the Protocol, including through existing institutions."
NAGOYA_M064,Nagoya,"Nagoya, Article 22(1)",Contracting Party,Duty: Should facilitate involvement of IPLCs and relevant stakeholders (including NGOs and the private sector) in capacity-building.,IPLCs; Stakeholders; Private Sector,"Under Article 22(1) of the Nagoya, Contracting Party has a duty towards IPLCs; Stakeholders; Private Sector, to facilitate the involvement of IPLCs and relevant stakeholders (including NGOs and the private sector) in capacity-building."
NAGOYA_M065,Nagoya,"Nagoya, Article 22(2)",Contracting Party,Duty: Shall take full account of the financial resource needs of developing country Parties (incl. LDCs and SIDS) and Parties with economies in transition for capacity-building to implement the Protocol.,Developing States,"Under Article 22(2) of the Nagoya, Contracting Party has a duty towards Developing States, to take full account of the financial resource needs of developing country Parties (including LDCs and SIDS) and Parties with economies in transition for capacity-building to implement the Protocol."
NAGOYA_M066,Nagoya,"Nagoya, Article 22(4)",Contracting Party,Duty: Should address key capacity areas inter alia: (a) implement/comply with Protocol; (b) negotiate MAT; (c) develop/implement/enforce domestic ABS measures; (d) develop endogenous research capacity to add value to domestic genetic resources.,Developing States,"Under Article 22(4) of the Nagoya, Contracting Party has a duty towards Developing States, to address key capacity areas, inter alia: (a) implement and comply with the Protocol; (b) negotiate MAT; (c) develop, implement and enforce domestic ABS measures; (d) develop endogenous research capacity to add value to domestic genetic resources."
NAGOYA_M067,Nagoya,"Nagoya, Article 22(5)",Contracting Party,Duty: May adopt measures inter alia: legal/institutional development; training for fair MAT negotiations; monitoring/enforcement of compliance; use of best available communication tools and internet-based systems.,Developing States; Stakeholders,"Under Article 22(5) of the Nagoya, Contracting Party has a duty towards Developing States; Stakeholders, to adopt measures, inter alia: legal and institutional development; training for fair MAT negotiations; monitoring and enforcement of compliance; use of best available communication tools and internet-based systems."
NAGOYA_M068,Nagoya,"Nagoya, Article 22(6)",Contracting Party,Duty: Should provide information on capacity-building initiatives at national/regional/international levels to the ABS Clearing-House.,Clearing-House,"Under Article 22(6) of the Nagoya, Contracting Party has a duty towards Clearing-House, to provide information on capacity-building initiatives at the national, regional and international levels to the ABS Clearing-House."
NAGOYA_M069,Nagoya,"Nagoya, Article 23",Contracting Party,Duty: Shall collaborate and cooperate in technical/scientific R&D programmes (including biotech) and promote/encourage access to and transfer of technology to developing country Parties and economies in transition.,Developing States,"Under Article 23 of the Nagoya, Contracting Party has a duty towards Developing States, to collaborate and cooperate in technical and scientific research and development programmes (including biotechnology), and to promote and encourage access to and transfer of technology to developing country Parties and Parties with economies in transition."
NAGOYA_M070,Nagoya,"Nagoya, Article 24",Contracting Party,Duty: Shall encourage non-Parties to adhere to the Protocol.,Non-Parties,"Under Article 24 of the Nagoya, Contracting Party has a duty towards Non-Parties, to encourage non-Parties to adhere to the Protocol."
NAGOYA_M071,Nagoya,"Nagoya, Article 24",Contracting Party,Duty: Shall encourage non-Parties to contribute appropriate information to the ABS Clearing-House.,Clearing-House,"Under Article 24 of the Nagoya, Contracting Party has a duty towards Clearing-House, to encourage non-Parties to contribute appropriate information to the ABS Clearing-House."
NAGOYA_M072,Nagoya,"Nagoya, Article 25(1)",Contracting Party,"Duty: When considering financial resources for implementation, shall take into account CBD Article 20 provisions.",Other Contracting Parties,"Under Article 25(1) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to, when considering financial resources for implementation, take into account the provisions of CBD Article 20."
NAGOYA_M073,Nagoya,"Nagoya, Article 25(2)",Relevant Bodies,Duty: Serve as the financial mechanism for this Protocol (the Convention’s financial mechanism applies).,Contracting Party,"Under Article 25(2) of the Nagoya, Relevant Bodies has a duty towards Contracting Party, to serve as the financial mechanism for this Protocol (the Convention’s financial mechanism applies)."
NAGOYA_M074,Nagoya,"Nagoya, Article 25(3)",COP,"Duty: In guidance to the financial mechanism, shall take into account the needs of developing country Parties (incl. LDCs, SIDS) and Parties with economies in transition for capacity-building and development.",Developing States,"Under Article 25(3) of the Nagoya, COP has a duty towards Developing States, to, in guidance to the financial mechanism, take into account the needs of developing country Parties (including LDCs and SIDS) and Parties with economies in transition for capacity-building and development."
NAGOYA_M075,Nagoya,"Nagoya, Article 26(2)",Non-Parties,Liberty: May participate as observers in COP/MOP proceedings; decisions under the Protocol are taken only by Parties to it.,COP,"Under Article 26(2) of the Nagoya, Non-Parties has a duty towards COP, to participate as observers in the COP/MOP proceedings; decisions under the Protocol are taken only by its Parties."
NAGOYA_M076,Nagoya,"Nagoya, Article 26(4)",COP,Duty: Shall keep under regular review implementation of the Protocol and make decisions necessary to promote its effective implementation.,Contracting Party,"Under Article 26(4) of the Nagoya, COP has a duty towards Contracting Party, to keep under regular review the implementation of the Protocol and to make decisions necessary to promote its effective implementation."
NAGOYA_M077,Nagoya,"Nagoya, Article 26(5)",COP,Duty: Shall adopt rules of procedure and financial rules (including funding by Parties) for the Protocol’s bodies.,Contracting Party,"Under Article 26(5) of the Nagoya, COP has a duty towards Contracting Party, to adopt rules of procedure and financial rules, including provisions on funding by Parties, for the Protocol’s bodies."
NAGOYA_M078,Nagoya,"Nagoya, Article 27(1)",Relevant Bodies,"Liberty: Subsidiary bodies under the Convention may serve the Protocol, providing advice and reporting to the COP/MOP.",COP,"Under Article 27(1) of the Nagoya, Relevant Bodies has a duty towards COP, to provide that subsidiary bodies under the Convention may serve the Protocol, providing advice and reporting to the COP/MOP."
NAGOYA_M079,Nagoya,"Nagoya, Article 27(2)",COP,Power: May establish additional subsidiary bodies as deemed necessary for Protocol implementation.,Subsidiary bodies,"Under Article 27(2) of the Nagoya, COP has a duty towards Subsidiary bodies, to establish additional subsidiary bodies, as it deems necessary, for the implementation of the Protocol."
NAGOYA_M080,Nagoya,"Nagoya, Article 28(1)",Secretariat,Duty: The Secretariat under CBD shall serve as the Secretariat to this Protocol.,Contracting Party,"Under Article 28(1) of the Nagoya, Secretariat has a duty towards Contracting Party, to serve as the Secretariat to this Protocol (the Secretariat under the Convention)."
NAGOYA_M081,Nagoya,"Nagoya, Article 28(2)",Secretariat,Duty: Arrange/service COP/MOP and subsidiary body meetings and perform functions assigned by the COP/MOP.,COP; Subsidiary bodies,"Under Article 28(2) of the Nagoya, Secretariat has a duty towards COP; Subsidiary bodies, to arrange and service meetings of the COP/MOP and subsidiary bodies and to perform functions assigned by the COP/MOP."
NAGOYA_M082,Nagoya,"Nagoya, Article 28(2)",Secretariat,Duty: Coordinate with relevant international bodies and prepare reports on Protocol implementation for the COP/MOP.,COP; Relevant Bodies,"Under Article 28(2) of the Nagoya, Secretariat has a duty towards COP; Relevant Bodies, to coordinate with relevant international bodies and to prepare reports on Protocol implementation for the COP/MOP."
NAGOYA_M083,Nagoya,"Nagoya, Article 29(1)",Contracting Party,Duty: Shall monitor implementation of obligations under the Protocol.,Other Contracting Parties,"Under Article 29(1) of the Nagoya, Contracting Party has a duty towards Other Contracting Parties, to monitor the implementation of its obligations under the Protocol."
NAGOYA_M084,Nagoya,"Nagoya, Article 29(1)",Contracting Party,Duty: Shall report to the COP/MOP at intervals determined by it on measures taken to implement the Protocol.,COP,"Under Article 29(1) of the Nagoya, Contracting Party has a duty towards COP, to report to the COP/MOP, at intervals determined by it, on measures taken to implement the Protocol."
NAGOYA_M085,Nagoya,"Nagoya, Article 30(1)",COP,"Duty/Power: At its first meeting, shall consider and approve cooperative procedures and institutional mechanisms to promote compliance and address cases of non-compliance.",Contracting Party,"Under Article 30(1) of the Nagoya, COP has a duty towards Contracting Party, to, at its first meeting, consider and approve cooperative procedures and institutional mechanisms to promote compliance and address cases of non-compliance."
NAGOYA_M086,Nagoya,"Nagoya, Article 30(2)",COP,"Duty: Ensure compliance procedures include advice/assistance; are separate from and without prejudice to dispute settlement; and are simple, non-adversarial, non-punitive and cooperative.",Contracting Party,"Under Article 30(2) of the Nagoya, COP has a duty towards Contracting Party, to ensure that compliance procedures include advice and assistance; are separate from, and without prejudice to, dispute settlement; and are simple, non-adversarial, non-punitive and cooperative."
NAGOYA_M087,Nagoya,"Nagoya, Article 30(3)",Implementation and Compliance Committee,"Duty: Shall carry out its functions under COP/MOP guidance and report to the COP/MOP, operating in a manner consistent with Article 30(2).",COP,"Under Article 30(3) of the Nagoya, Implementation and Compliance Committee has a duty towards COP, to carry out its functions under COP/MOP guidance and to report to the COP/MOP, operating in a manner consistent with Article 30(2)."
NAGOYA_M088,Nagoya,"Nagoya, Article 31",COP,"Duty: Shall undertake assessment and review of the Protocol’s effectiveness (first within four years of entry into force, then at intervals decided), based on information provided by Parties.",Contracting Party,"Under Article 31 of the Nagoya, COP has a duty towards Contracting Party, to undertake assessment and review of the Protocol’s effectiveness—first within four years of entry into force, and thereafter at intervals it decides—based on information provided by Parties."
